Company,Product,TypeName,Inches,ScreenResolution,CPU_Company,CPU_Type,CPU_Frequency (GHz),RAM (GB),Memory Type,Memory Capacity,GPU_Company,GPU_Type,OpSys,Weight (kg),Price (SAR)
Asus,X541NA (N3350/4GB/1TB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel,Celeron Dual Core N3350,1.1,4,HDD,1024,Intel,HD Graphics 500,Windows 10,2.0,1365.68
MSI,GE72MVR 7RG,Gaming,17.3,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,16,SSD+HDD,1280,Nvidia,GeForce GTX 1070,Windows 10,2.9,8055.13
Acer,Aspire A315-51,Notebook,15.6,1366x768,Intel,Core i3 6006U,2.0,4,HDD,1024,Intel,HD Graphics 520,Windows 10,2.1,1774.5900000000001
Dell,Inspiron 5577,Gaming,15.6,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,16,SSD,512,Nvidia,GeForce GTX 1050,Windows 10,2.56,4959.5622
Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,8,Hybrid,1024,Nvidia,GeForce GTX 1050,Windows 10,2.62,3569.03
Lenovo,V110-15IKB (i5-7200U/4GB/128GB/W10),Notebook,15.6,1366x768,Intel,Core i5 7200U,2.5,4,SSD,128,Intel,HD Graphics 620,Windows 10,1.9,1977.0600000000002
MSI,GE73VR 7RE,Gaming,17.3,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,16,SSD+HDD,1280,Nvidia,GeForce GTX 1060,Windows 10,2.8,7503.3
HP,EliteBook 840,Ultrabook,14.0,Full HD 1920x1080,Intel,Core i5 7500U,2.7,4,SSD,256,Intel,HD Graphics 620,Windows 10,1.48,4295.54
HP,15-BS103nv (i5-8250U/6GB/256GB/Radeon,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 8250U,1.6,6,SSD,256,AMD,Radeon 520,Windows 10,1.91,2457.4300000000003
Lenovo,Yoga 520-14IKB,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i3 7100U,2.4,4,SSD,256,Intel,HD Graphics 620,Windows 10,1.74,2497.13
Asus,ZenBook Flip,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel,Core i5 8250U,1.6,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.1,5220.55
Dell,Inspiron 5579,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel,Core i7 8550U,1.8,8,SSD,256,Intel,UHD Graphics 620,Windows 10,1.56,4164.530000000001
Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel,Core i3 6006U,2.2,4,HDD,500,Intel,HD Graphics 520,Windows 10,2.1,1774.5900000000001
Asus,X555BP-XX180T (A9-9420/4GB/1TB/Radeon,Notebook,15.6,1366x768,AMD,A9-Series 9420,3.0,4,HDD,1024,AMD,Radeon R5 M420,Windows 10,2.03,1599.91
Acer,Aspire A517-51G,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel,Core i5 8250U,1.6,4,SSD,256,Nvidia,GeForce MX150,Windows 10,3.0,3195.8500000000004
Dell,Inspiron 3576,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 8250U,1.6,8,SSD,256,AMD,Radeon 520,Windows 10,2.13,2890.1600000000003
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,16,SSD,256,Nvidia,GeForce GTX 1050 Ti,Windows 10,2.5,4283.63
Acer,Aspire A315-31,Notebook,15.6,1366x768,Intel,Celeron Dual Core N3350,1.1,4,HDD,1024,Intel,HD Graphics 500,Windows 10,2.1,1381.5600000000002
MSI,GE63VR 7RE,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,16,SSD+HDD,1280,Nvidia,GeForce GTX 1060,Windows 10,2.4,7142.030000000001
Acer,Aspire 3,Notebook,15.6,1366x768,Intel,Pentium Quad Core N4200,1.1,4,HDD,1024,Intel,HD Graphics 505,Windows 10,2.1,1443.1347
Dell,Inspiron 5577,Gaming,15.6,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,8,SSD+HDD,1152,Nvidia,GeForce GTX 1050,Windows 10,2.56,4210.1453
Acer,Aspire A517-51G,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel,Core i5 8250U,1.6,8,SSD,256,Nvidia,GeForce MX150,Windows 10,3.0,3390.38
HP,ProBook 430,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel,Core i5 8250U,1.6,4,HDD,500,Intel,UHD Graphics 620,Windows 10,1.49,2993.38
Huawei,MateBook X,Ultrabook,13.0,IPS Panel Full HD 2160x1440,Intel,Core i5 7200U,2.5,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.05,5355.530000000001
HP,17-bs001nv (i5-7200U/6GB/2TB/Radeon,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel,Core i5 7200U,2.5,6,HDD,2048,AMD,Radeon 520,Windows 10,2.71,2775.03
Lenovo,IdeaPad 320-15AST,Notebook,15.6,1366x768,AMD,A6-Series 9220,2.9,4,HDD,500,AMD,Radeon R4 Graphics,No OS,2.2,1226.73
Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel,Core i3 7100U,2.4,4,HDD,500,Intel,HD Graphics 620,Windows 10,2.0,1941.3300000000002
HP,ProBook 470,Notebook,17.3,Full HD 1920x1080,Intel,Core i5 8250U,1.6,8,SSD,256,Nvidia,GeForce 930MX,Windows 10,2.5,3664.3100000000004
Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel,Core i3 7100U,2.4,8,HDD,1024,Intel,HD Graphics 620,Windows 10,2.3,1822.23
Acer,Aspire A315-51,Notebook,15.6,1366x768,Intel,Core i3 6006U,2.0,4,SSD,128,Intel,HD Graphics 520,Windows 10,2.1,1782.5300000000002
MSI,GT80S 6QF-074US,Gaming,18.4,Full HD 1920x1080,Intel,Core i7 6920HQ,2.9,32,SSD+HDD,1536,Nvidia,GTX 980 SLI,Windows 10,4.4,11112.03
Lenovo,V310-15IKB (i5-7200U/8GB/1TB,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5,8,SSD+HDD,1152,AMD,R17M-M1-70,Windows 10,1.9,3227.61
HP,Spectre x360,2 in 1 Convertible,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel,Core i5 8250U,1.6,8,SSD,256,Intel,UHD Graphics 620,Windows 10,1.29,5951.030000000001
Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 8550U,1.8,16,SSD+HDD,2304,AMD,Radeon 530,Linux,2.02,4164.530000000001
Dell,XPS 13,Ultrabook,13.3,Full HD 1920x1080,Intel,Core i5 8250U,1.6,8,SSD,256,Intel,UHD Graphics 620,Windows 10,1.23,5554.030000000001
Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel,Core i7 8550U,1.8,16,SSD,512,Intel,UHD Graphics 620,Windows 10,1.4,7340.530000000001
Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel,Core i5 7200U,2.5,8,SSD,128,Intel,HD Graphics 620,Windows 10,2.0,3148.21
Xiaomi,Mi Notebook,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel,Core i5 8250U,1.6,8,SSD,256,Nvidia,GeForce MX150,No OS,1.95,4760.030000000001
Dell,Inspiron 7773,Notebook,17.3,Full HD / Touchscreen 1920x1080,Intel,Core i7 8550U,1.8,16,SSD,512,Nvidia,GeForce 150MX,Windows 10,2.77,6149.530000000001
Dell,XPS 15,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel,Core i7 7700HQ,2.8,16,SSD,512,Nvidia,GeForce GTX 1050,Windows 10,2.06,9516.09
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel,Core i5 7300HQ,2.5,8,SSD,256,Nvidia,GeForce GTX 1050,No OS,2.4,3092.63
Acer,Swift 7,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel,Core i5 7Y54,1.2,8,SSD,256,Intel,HD Graphics 615,Windows 10,1.12,3926.3300000000004
Dell,Inspiron 5770,Notebook,17.3,Full HD 1920x1080,Intel,Core i7 8550U,1.8,8,SSD+HDD,1152,AMD,Radeon 530,Windows 10,2.8,4307.45
Lenovo,Thinkpad Yoga,2 in 1 Convertible,14.0,Touchscreen 2560x1440,Intel,Core i7 7500U,2.7,16,SSD,1024,Intel,HD Graphics 620,Windows 10,1.42,11211.28
Vero,K147 (N3350/4GB/32GB/FHD/W10),Notebook,14.0,IPS Panel Full HD 1920x1080,Intel,Celeron Dual Core N3350,1.1,4,Flash,32,Intel,HD Graphics 500,Windows 10,1.3,1032.2
Xiaomi,Mi Notebook,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel,Core i5 7200U,2.5,8,SSD,256,Nvidia,GeForce MX150,No OS,1.3,3969.603
Lenovo,IdeaPad 320-17IKBR,Notebook,17.3,1600x900,Intel,Core i5 8250U,1.6,8,SSD,256,Nvidia,GeForce MX150,No OS,2.8,2771.06
Dell,Inspiron 5379,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i7 8550U,1.8,8,HDD,1024,Intel,UHD Graphics 620,Windows 10,1.62,3330.8300000000004
HP,ProBook 470,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel,Core i5 8250U,1.6,8,HDD,1024,Nvidia,GeForce 930MX,Windows 10,2.5,3628.5800000000004
Razer,Blade Pro,Gaming,17.3,4K Ultra HD / Touchscreen 3840x2160,Intel,Core i7 7820HK,2.9,32,SSD,1024,Nvidia,GeForce GTX 1080,Windows 10,3.49,24213.030000000002
HP,ProBook 430,Notebook,13.3,Full HD 1920x1080,Intel,Core i5 8250U,1.6,8,SSD,512,Intel,UHD Graphics 620,Windows 10,1.49,3807.23
HP,Omen 17-W295,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,16,SSD+HDD,1280,Nvidia,GeForce GTX 1050,Windows 10,3.35,5474.63
HP,Probook 470,Notebook,17.3,Full HD 1920x1080,Intel,Core i7 8550U,1.8,8,SSD,256,Nvidia,GeForce 930MX,Windows 10,2.5,4148.650000000001
Dell,Inspiron 7577,Gaming,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel,Core i7 7700HQ,2.8,16,SSD+HDD,1536,Nvidia,GeForce GTX 1060,Windows 10,2.65,7324.650000000001
Lenovo,V110-15ISK (i5-6200U/4GB/128GB/W10),Notebook,15.6,1366x768,Intel,Core i5 6200U,2.3,4,SSD,128,Intel,HD Graphics 520,Windows 10,2.1,1957.21
Acer,Aspire E5-576G,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 7500U,2.7,8,HDD,1024,Nvidia,GeForce 940MX,Windows 10,2.23,2945.7400000000002
Lenovo,Legion Y720-15IKB,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,16,SSD+HDD,1536,Nvidia,GeForce GTX 1060,Windows 10,3.2,6943.530000000001
Dell,Precision 7520,Workstation,15.6,4K Ultra HD 3840x2160,Intel,Xeon E3-1505M V6,3.0,16,SSD+HDD,1280,Nvidia,Quadro M1200,Windows 10,2.8,12128.35
Lenovo,Legion Y520-15IKBN,Gaming,15.6,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,16,SSD,512,Nvidia,GeForce GTX 1060,No OS,2.4,5550.06
Dell,Inspiron 3567,Notebook,15.6,Touchscreen 1366x768,Intel,Core i3 7100U,2.4,6,HDD,1024,Intel,HD Graphics 620,Windows 10,2.3,1742.8300000000002
Dell,XPS 13,Ultrabook,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel,Core i7 8550U,1.8,8,SSD,256,Intel,UHD Graphics 620,Windows 10,1.21,7737.530000000001
Dell,XPS 13,Ultrabook,13.3,Full HD 1920x1080,Intel,Core i7 8550U,1.8,8,SSD,256,Intel,UHD Graphics 620,Windows 10,1.2,5752.530000000001
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,1366x768,Intel,Core i5 7200U,2.5,8,SSD,256,Intel,HD Graphics 620,Windows 10,2.2,2370.09
Acer,Aspire 7,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,8,HDD,1024,Nvidia,GeForce GTX 1050,Linux,2.4,3092.63
Asus,ROG GL703VD-GC028T,Gaming,17.3,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,16,SSD+HDD,1280,Nvidia,GeForce GTX 1050,Windows 10,2.9,5585.79
HP,15-bs018nq (i3-6006U/4GB/500GB/FHD/No,Notebook,15.6,Full HD 1920x1080,Intel,Core i3 6006U,2.0,4,HDD,500,Intel,HD Graphics 520,No OS,2.1,1385.53
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5,8,SSD,256,Intel,HD Graphics 620,No OS,2.2,2179.53
Huawei,MateBook X,Ultrabook,13.0,IPS Panel Full HD 2160x1440,Intel,Core i7 7500U,2.7,8,SSD,512,Intel,HD Graphics 620,Windows 10,1.05,5951.030000000001
Dell,Inspiron 5370,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel,Core i7 8550U,1.8,8,SSD,256,AMD,Radeon 530,Windows 10,1.4,3699.5636
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,Intel,Core i5 7200U,2.5,8,HDD,1024,Nvidia,GeForce GTX 940MX,No OS,2.8,2338.33
HP,Probook 440,Notebook,14.0,Full HD 1920x1080,Intel,Core i7 8550U,1.8,8,SSD,256,Nvidia,GeForce 930MX,Windows 10,1.63,4093.07
Dell,Latitude 5490,Ultrabook,14.0,Full HD 1920x1080,Intel,Core i5 8250U,1.6,8,SSD,256,Intel,UHD Graphics 620,Windows 10,1.6,4561.530000000001
Dell,Inspiron 5379,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel,Core i7 8550U,1.8,16,SSD,512,Intel,UHD Graphics 620,Windows 10,1.62,5077.63
Dell,Inspiron 3576,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 8250U,1.6,8,SSD,256,AMD,Radeon 520,Linux,2.2,2689.0795000000003
Lenovo,Yoga 520-14IKB,2 in 1 Convertible,14.0,IPS Panel Full HD 1920x1080,Intel,Core i5 8250U,1.6,8,SSD,256,Intel,UHD Graphics 620,Windows 10,1.74,3569.03
Toshiba,Portege Z30-C-16L,Ultrabook,13.3,Full HD 1920x1080,Intel,Core i7 6500U,2.5,8,SSD,256,Intel,HD Graphics 520,Windows 10,1.2,5411.110000000001
HP,ProBook 450,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 8250U,1.6,8,HDD,1024,Intel,UHD Graphics 620,Windows 10,2.1,3152.1800000000003
Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,16,SSD+HDD,1280,Nvidia,GeForce GTX 1060,Windows 10,4.42,9751.669800000001
Acer,Aspire E5-576G,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 7500U,2.7,8,SSD,256,Nvidia,GeForce 940MX,Windows 10,2.2,3303.04
Dell,Inspiron 5567,Notebook,15.6,Full HD / Touchscreen 1920x1080,Intel,Core i7 7500U,2.7,16,HDD,1024,AMD,Radeon R7 M445,Windows 10,2.3,3410.2697000000003
Asus,Vivobook X541UV-DM1217T,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5,8,SSD,256,Nvidia,GeForce 920MX,Windows 10,2.0,3052.9300000000003
Asus,K756UX-T4340T (i5-7200U/8GB/500GB,Notebook,17.3,Full HD 1920x1080,Intel,Core i5 7200U,2.5,8,SSD+HDD,756,Nvidia,GeForce GTX 950M,Windows 10,2.69,3537.27
HP,ZBook 15u,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 7500U,2.7,8,HDD,1024,AMD,FirePro W4190M,Windows 10,1.9,5037.93
Asus,Pro P2540UA-XO0198T,Notebook,15.6,1366x768,Intel,Core i3 7100U,2.4,4,HDD,1024,Intel,HD Graphics 620,Windows 10,2.37,1583.9903000000002
HP,15-rb013nv (E2-9000e/4GB/500GB/W10),Notebook,15.6,1366x768,AMD,E-Series 9000e,1.5,4,HDD,500,AMD,Radeon R2,Windows 10,2.1,1310.1000000000001
Lenovo,Legion Y720-15IKB,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,16,SSD+HDD,1280,Nvidia,GeForce GTX 1060,Windows 10,3.2,5951.030000000001
Dell,Vostro 5468,Notebook,14.0,Full HD 1920x1080,Intel,Core i5 7200U,2.5,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.6,3410.23
Acer,Aspire R7,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i5 6200U,2.3,8,SSD,256,Intel,HD Graphics 520,Windows 10,1.6,2735.33
Dell,Inspiron 5567,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 7500U,2.7,16,SSD,256,AMD,Radeon R7 M445,Linux,2.36,3569.03
Acer,Aspire A315-51,Notebook,15.6,1366x768,Intel,Core i3 6006U,2.0,4,HDD,1024,Intel,HD Graphics 520,Linux,2.1,1548.3000000000002
Asus,X555QG-DM242T (A10-9620P/4GB/1TB,Notebook,15.6,Full HD 1920x1080,AMD,A10-Series A10-9620P,2.5,4,SSD+HDD,1152,AMD,Radeon R5 M430,Windows 10,2.2,2282.75
Asus,ROG G703VI-E5062T,Gaming,17.3,Full HD 1920x1080,Intel,Core i7 7820HK,2.9,32,SSD+HDD,1536,Nvidia,GeForce GTX 1080,Windows 10,4.7,15443.300000000001
Acer,Nitro AN515-51,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel,Core i5 7300HQ,2.5,8,SSD,256,Nvidia,GeForce GTX 1050,Windows 10,2.5,3358.6200000000003
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1366x768,Intel,Core i3 6006U,2.0,8,SSD,128,Intel,HD Graphics 520,Windows 10,2.2,2338.33
Asus,VivoBook Pro,Notebook,17.3,Full HD 1920x1080,Intel,Core i7 8550U,1.8,8,SSD+HDD,1152,Nvidia,GeForce 150MX,Windows 10,2.1,4545.650000000001
Asus,F756UX-T4201D (i7-7500U/8GB/128GB,Notebook,17.3,Full HD 1920x1080,Intel,Core i7 7500U,2.7,8,SSD+HDD,1152,Nvidia,GeForce GTX 950M,No OS,2.69,3529.3300000000004
Dell,Inspiron 5577,Gaming,15.6,Full HD 1920x1080,Intel,Core i5 7300HQ,2.5,8,SSD,256,Nvidia,GeForce GTX 1050,Windows 10,2.56,3489.63
Lenovo,Yoga 910-13IKB,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i7 7500U,2.7,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.38,4283.63
Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 8550U,1.8,8,SSD+HDD,2176,AMD,Radeon 530,Windows 10,2.2,3910.4500000000003
HP,15-bs015dx (i5-7200U/8GB/1TB/W10),Notebook,15.6,Touchscreen 1366x768,Intel,Core i5 7200U,2.5,8,HDD,1024,Intel,HD Graphics 620,Windows 10,2.04,2219.23
Asus,Rog G701VIK-BA060T,Gaming,17.3,Full HD 1920x1080,Intel,Core i7 7820HK,2.9,16,SSD,256,Nvidia,GeForce GTX 1080,Windows 10,3.6,11906.03
HP,ProBook 430,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel,Core i5 8250U,1.6,4,HDD,500,Intel,UHD Graphics 620,Windows 10,1.49,2679.75
Apple,MacBook Pro,Ultrabook,13.3,IPS Panel Retina Display 2560x1600,Intel,Core i5,3.1,8,SSD,512,Intel,Iris Plus Graphics 650,macOS,1.37,8098.8
Dell,Inspiron 5579,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i7 8550U,1.8,8,HDD,1024,Intel,UHD Graphics 620,Windows 10,2.08,3251.4300000000003
Asus,ROG G752VSK-GC493T,Gaming,17.3,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,16,SSD+HDD,1280,Nvidia,GeForce GTX 980M,Windows 10,4.3,7142.030000000001
Asus,X505BP-BR019T (A9-9420/4GB/1TB/Radeon,Notebook,15.6,1366x768,AMD,A9-Series 9420,3.0,4,HDD,1024,AMD,Radeon R5 M420,Windows 10,1.68,1861.93
Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i7 8550U,1.8,8,SSD,512,Intel,UHD Graphics 620,Windows 10,1.37,7340.530000000001
Acer,Aspire 5,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel,Core i3 7130U,2.7,4,SSD,256,Nvidia,GeForce MX130,Windows 10,3.0,2786.94
Dell,Vostro 5370,Ultrabook,13.3,Full HD 1920x1080,Intel,Core i5 8250U,1.6,8,SSD,256,Intel,UHD Graphics 620,Windows 10,1.41,3767.53
HP,15-BW094nd (A6-9220/8GB/128GB/W10),Notebook,15.6,1366x768,AMD,A6-Series A6-9220,2.5,8,SSD,128,AMD,Radeon R4 Graphics,Windows 10,1.91,1770.223
HP,Envy 17-U275cl,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel,Core i7 8550U,1.8,16,HDD,1024,Nvidia,GeForce MX150,Windows 10,2.9,4204.2300000000005
MSI,GT73EVR 7RE,Gaming,17.3,Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,16,SSD+HDD,1536,Nvidia,GeForce GTX 1070,Windows 10,4.14,9921.03
Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i7 7700HQ,2.8,8,SSD,512,Nvidia,GeForce GTX 1050M,Windows 10,2.0,6745.030000000001
Dell,Inspiron 5770,Notebook,17.3,Full HD 1920x1080,Intel,Core i7 8550U,1.8,8,SSD+HDD,1152,AMD,Radeon 530,Windows 10,2.8,4533.74
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Full HD 1920x1080,Intel,Core i3 6006U,2.0,4,SSD,256,Intel,HD Graphics 520,No OS,2.2,1762.68
HP,ProBook 450,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel,Core i5 8250U,1.6,4,HDD,500,Intel,HD Graphics 620,Windows 10,2.1,2866.34
Dell,Vostro 3568,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5,4,HDD,1024,Intel,HD Graphics 620,Windows 10,2.18,2608.29
Dell,Inspiron 3567,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5,8,HDD,1024,AMD,Radeon R5 M430,Windows 10,2.24,2243.05
Dell,Inspiron 5579,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel,Core i5 8250U,1.6,8,SSD,256,Intel,UHD Graphics 620,Windows 10,2.67,3172.03
Asus,ZenBook Flip,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel,Core i7 8550U,1.8,8,SSD+SSD,1024,Intel,UHD Graphics 620,Windows 10,1.1,5951.030000000001
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5,4,HDD,1024,Intel,HD Graphics 620,No OS,2.2,1853.99
HP,Probook 470,Notebook,17.3,Full HD 1920x1080,Intel,Core i7 8550U,1.8,8,HDD,1024,Nvidia,GeForce 930MX,Windows 10,2.5,4041.46
Lenovo,V330-15IKB (i7-8550U/8GB/256GB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel,Core i7 8550U,1.8,8,SSD,256,Intel,UHD Graphics 620,Windows 10,2.05,3493.6000000000004
Apple,MacBook Pro,Ultrabook,13.3,IPS Panel Retina Display 2560x1600,Intel,Core i5,2.9,8,SSD,512,Intel,Iris Graphics 550,macOS,1.37,7776.8330000000005
Asus,Rog Strix,Gaming,17.3,Full HD 1920x1080,AMD,Ryzen 1700,3.0,16,SSD+HDD,1280,AMD,Radeon RX 580,Windows 10,3.2,6149.530000000001
Dell,Inspiron 3576,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 8550U,1.8,8,SSD,256,AMD,Radeon 520,Linux,2.14,2918.2279000000003
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,Touchscreen 2560x1440,Intel,Core i7 6600U,2.6,16,SSD,512,Intel,HD Graphics 520,Windows 10,1.36,9921.03
Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel,Core i7 6500U,2.5,8,HDD,500,Nvidia,GeForce 930M,Windows 10,2.2,3223.6400000000003
Dell,Inspiron 5567,Notebook,15.6,1366x768,Intel,Core i7 7500U,2.7,12,HDD,1024,Intel,HD Graphics 620,Windows 10,2.3,2830.8879
Dell,Inspiron 5770,Notebook,17.3,Full HD 1920x1080,Intel,Core i7 8550U,1.8,8,SSD+HDD,1152,AMD,Radeon 530,Linux,2.8,4363.030000000001
Acer,Aspire A515-51G,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 8550U,1.8,8,HDD,1024,Nvidia,GeForce MX130,Windows 10,2.2,2957.65
Lenovo,IdeaPad 320-17ISK,Notebook,17.3,1600x900,Intel,Core i3 6006U,2.0,4,HDD,1024,Intel,HD Graphics 520,Windows 10,2.8,1941.3300000000002
Lenovo,IdeaPad 320-17IKBR,Notebook,17.3,Full HD 1920x1080,Intel,Core i7 8550U,1.8,8,HDD,2048,Nvidia,GeForce MX150,No OS,2.8,3370.53
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,Intel,Core i7 7500U,2.7,6,SSD+HDD,1152,Nvidia,GeForce 940MX,Windows 10,2.8,3410.23
Dell,Inspiron 3567,Notebook,15.6,Full HD 1920x1080,Intel,Core i3 6006U,2.0,4,HDD,1024,AMD,Radeon R5 M430,Linux,2.25,1699.16
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel,Core i5 7300HQ,2.5,8,SSD,256,Nvidia,GeForce GTX 1050,Windows 10,2.5,3291.13
Lenovo,Ideapad 320-15IKBN,Notebook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5,6,SSD,256,Intel,HD Graphics 620,Windows 10,2.2,2298.63
Acer,Aspire A517-51G,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 8550U,1.8,8,SSD,256,Nvidia,GeForce MX150,Windows 10,3.0,3775.4700000000003
Acer,SP315-51 (i7-7500U/12GB/1TB/FHD/W10),Notebook,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i7 7500U,2.7,12,HDD,1024,Intel,HD Graphics 620,Windows 10,2.15,2616.23
Lenovo,Thinkpad T570,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 7500U,2.7,8,SSD,256,Intel,HD Graphics 630,Windows 10,1.95,4355.09
Asus,VivoBook S15,Ultrabook,15.6,Full HD 1920x1080,Intel,Core i5 7200U,2.5,8,SSD,256,Nvidia,GeForce 940MX,Windows 10,1.7,3878.69
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,2.8,16,SSD+HDD,1280,Nvidia,GeForce GTX 1050 Ti,Windows 10,2.5,4680.63
Lenovo,IdeaPad 320-15IKB,Notebook,15.6,Full HD 1920x1080,Intel,Core i7 7500U,2.7,8,HDD,1024,Nvidia,GeForce 940MX,No OS,2.2,2616.2697000000003
