Company,Product,TypeName,Inches,CPU_Frequency (GHz),RAM (GB),Memory Type,Memory Capacity,GPU_Company,GPU_Type,OpSys,Weight (kg),Price (SAR),Resolution_Width,Resolution_Height,Contains_HD,Contains_IPS,Contains_Touchscreen,Contains_4K,Contains_Quad_HD_plus,CPU_Family,CPU_Generation,CPU_Series,GPU_Family,GPU_Series,GPU_Series_Clean,Series_Type,Performance_Tier
Asus,VivoBook S15,Notebook,15.6,1.8,8,SSD,256,Nvidia,GeForce 940MX,Windows 10,1.7,4438.46,1920,1080,1,0,0,0,0,Core,8,i7,GeForce,940MX,940,Alphanumeric,High-End
Acer,Spin 3,Notebook,15.6,2.4,6,HDD,1024,Intel,HD Graphics 620,Windows 10,2.1,1901.63,1920,1080,1,1,1,0,0,Core,7,i3,HD,620,620,Numeric,Mid-Range
MSI,GS63VR 7RG,Gaming,15.6,2.8,16,SSD+HDD,2304,Nvidia,GeForce GTX 1070,Windows 10,1.8,8898.755000000001,1920,1080,1,0,0,0,0,Core,7,i7,GeForce,1070,1070,Numeric,High-End
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,2.5,8,SSD,256,Nvidia,GeForce 940MX,No OS,2.2,2497.13,1920,1080,1,0,0,0,0,Core,7,i5,GeForce,940MX,940,Alphanumeric,High-End
HP,Probook 470,Notebook,17.3,1.8,16,SSD,512,Nvidia,GeForce 930MX,Windows 10,2.5,5045.87,1920,1080,1,0,0,0,0,Core,8,i7,GeForce,930MX,930,Alphanumeric,High-End
Acer,Aspire 3,Notebook,15.6,3.0,4,SSD,256,AMD,Radeon R5,Windows 10,2.1,1790.47,1366,768,0,0,0,0,0,A9,9,9420,Radeon,R5,5,Alphanumeric,Low-End
HP,250 G6,Notebook,15.6,1.6,4,HDD,500,Intel,HD Graphics 400,No OS,1.86,1028.23,1366,768,0,0,0,0,0,Celeron,3,Other,HD,400,400,Numeric,Low-End
HP,Probook 440,Notebook,14.0,1.6,8,HDD,1024,Intel,UHD Graphics 620,Windows 10,1.63,3223.6400000000003,1920,1080,1,0,0,0,0,Core,8,i5,UHD,620,620,Numeric,Mid-Range
Asus,E402WA-GA007T (E2-6110/4GB/64GB/W10,Notebook,14.0,1.5,4,SSD,64,AMD,Radeon R2,Windows 10 S,1.65,1103.6203,1366,768,0,0,0,0,0,Unknown,6,6110,Radeon,R2,2,Alphanumeric,Low-End
Dell,Inspiron 5770,Notebook,17.3,1.8,16,SSD+HDD,2304,AMD,Radeon 530,Windows 10,2.8,5542.12,1920,1080,1,0,0,0,0,Core,8,i7,Radeon,530,530,Numeric,Mid-Range
HP,ProBook 470,Notebook,17.3,1.6,8,SSD,256,Intel,UHD Graphics 620,Windows 10,2.5,3684.1600000000003,1920,1080,1,0,0,0,0,Core,8,i5,UHD,620,620,Numeric,Mid-Range
Dell,Inspiron 5567,Notebook,15.6,2.5,8,HDD,1024,AMD,Radeon R7 M445,Windows 10,2.36,2536.7903,1366,768,0,0,0,0,0,Core,7,i5,Radeon,M445,445,Alphanumeric,Low-End
Dell,Inspiron 3567,Notebook,15.6,2.0,4,HDD,1024,AMD,Radeon R5 M430,Windows 10,2.2,1782.5300000000002,1920,1080,1,0,0,0,0,Core,6,i3,Radeon,M430,430,Alphanumeric,Low-End
Acer,Swift 3,Ultrabook,14.0,1.8,8,SSD,256,Intel,UHD Graphics 620,Windows 10,1.6,3509.48,1920,1080,1,1,0,0,0,Core,8,i7,UHD,620,620,Numeric,Mid-Range
Acer,Aspire A515-51G-37JS,Notebook,15.6,2.7,4,SSD,256,Nvidia,GeForce MX130,Windows 10,2.2,2270.84,1920,1080,1,0,0,0,0,Core,7,i3,GeForce,MX130,130,Alphanumeric,Low-End
HP,15-BS078nr (i7-7500U/8GB/1TB/W10),Notebook,15.6,2.7,8,HDD,1024,Intel,HD Graphics 620,Windows 10,2.05,2374.06,1366,768,0,0,0,0,0,Core,7,i7,HD,620,620,Numeric,Mid-Range
HP,Probook 440,Notebook,14.0,1.8,8,SSD,256,Intel,UHD Graphics 620,Windows 10,1.63,3922.36,1920,1080,1,0,0,0,0,Core,8,i7,UHD,620,620,Numeric,Mid-Range
Lenovo,V110-15IAP (N3350/4GB/1TB/No,Notebook,15.6,1.1,4,HDD,1024,Intel,HD Graphics 500,No OS,1.9,1001.8692000000001,1366,768,0,0,0,0,0,Celeron,3,Other,HD,500,500,Numeric,Low-End
Asus,FX753VD-GC086T (i5-7300HQ/8GB/1TB,Gaming,17.3,2.5,8,SSD+HDD,1152,Nvidia,GeForce GTX 1050,Windows 10,3.0,3723.86,1920,1080,1,0,0,0,0,Core,7,i5,GeForce,1050,1050,Numeric,High-End
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,2.5,4,HDD,1024,Nvidia,GeForce 920MX,No OS,2.2,1981.0300000000002,1920,1080,1,0,0,0,0,Core,7,i5,GeForce,920MX,920,Alphanumeric,High-End
HP,Envy 13-AD007nv,Notebook,13.3,2.5,4,SSD,256,Intel,HD Graphics 620,Windows 10,1.32,2775.03,1920,1080,1,1,0,0,0,Core,7,i5,HD,620,620,Numeric,Mid-Range
Acer,Aspire 5,Notebook,17.3,2.7,4,HDD,1024,Nvidia,GeForce MX130,Windows 10,3.0,2600.35,1920,1080,1,1,0,0,0,Core,7,i3,GeForce,MX130,130,Alphanumeric,Low-End
Lenovo,ThinkPad E480,Notebook,14.0,1.6,8,SSD,256,AMD,Radeon RX 550,Windows 10,1.75,4430.5994,1920,1080,1,1,0,0,0,Core,8,i5,Radeon,550,550,Numeric,Mid-Range
Lenovo,Legion Y520-15IKBN,Gaming,15.6,2.8,8,SSD,256,Nvidia,GeForce GTX 1050M,No OS,2.4,3449.9300000000003,1920,1080,1,1,0,0,0,Core,7,i7,GeForce,1050M,1050,Alphanumeric,High-End
Toshiba,Satellite Pro,Notebook,15.6,2.3,4,HDD,500,Intel,HD Graphics 520,Windows 10,2.1,2389.94,1366,768,0,0,0,0,0,Core,6,i5,HD,520,520,Numeric,Mid-Range
HP,255 G6,Notebook,15.6,2.5,4,SSD,256,AMD,Radeon R4 Graphics,Windows 10,1.86,1464.93,1366,768,0,0,0,0,0,A6,9,9220,Radeon,Graphics,640,Alphanumeric,Mid-Range
Asus,ZenBook UX430UA,Ultrabook,14.0,1.8,8,SSD,256,Intel,UHD Graphics 620,Windows 10,1.25,4363.030000000001,1920,1080,1,0,0,0,0,Core,8,i7,UHD,620,620,Numeric,Mid-Range
HP,EliteBook Folio,Ultrabook,12.5,1.2,8,SSD,512,Intel,HD Graphics 515,Windows 10,0.97,7995.580000000001,3840,2160,1,1,1,1,0,Core,7,i5,HD,515,515,Numeric,Mid-Range
Asus,X541NA (N3350/4GB/1TB/FHD/W10),Notebook,15.6,1.1,4,HDD,1024,Intel,HD Graphics 500,Windows 10,2.0,1365.68,1920,1080,1,0,0,0,0,Celeron,3,Other,HD,500,500,Numeric,Low-End
MSI,GE72MVR 7RG,Gaming,17.3,2.8,16,SSD+HDD,1280,Nvidia,GeForce GTX 1070,Windows 10,2.9,8055.13,1920,1080,1,0,0,0,0,Core,7,i7,GeForce,1070,1070,Numeric,High-End
Acer,Aspire A315-51,Notebook,15.6,2.0,4,HDD,1024,Intel,HD Graphics 520,Windows 10,2.1,1774.5900000000001,1366,768,0,0,0,0,0,Core,6,i3,HD,520,520,Numeric,Mid-Range
Dell,Inspiron 5577,Gaming,15.6,2.8,16,SSD,512,Nvidia,GeForce GTX 1050,Windows 10,2.56,4959.5622,1920,1080,1,0,0,0,0,Core,7,i7,GeForce,1050,1050,Numeric,High-End
Dell,Inspiron 7567,Gaming,15.6,2.8,8,Hybrid,1024,Nvidia,GeForce GTX 1050,Windows 10,2.62,3569.03,1920,1080,1,0,0,0,0,Core,7,i7,GeForce,1050,1050,Numeric,High-End
Lenovo,V110-15IKB (i5-7200U/4GB/128GB/W10),Notebook,15.6,2.5,4,SSD,128,Intel,HD Graphics 620,Windows 10,1.9,1977.0600000000002,1366,768,0,0,0,0,0,Core,7,i5,HD,620,620,Numeric,Mid-Range
MSI,GE73VR 7RE,Gaming,17.3,2.8,16,SSD+HDD,1280,Nvidia,GeForce GTX 1060,Windows 10,2.8,7503.3,1920,1080,1,0,0,0,0,Core,7,i7,GeForce,1060,1060,Numeric,High-End
HP,EliteBook 840,Ultrabook,14.0,2.7,4,SSD,256,Intel,HD Graphics 620,Windows 10,1.48,4295.54,1920,1080,1,0,0,0,0,Core,7,i5,HD,620,620,Numeric,Mid-Range
HP,15-BS103nv (i5-8250U/6GB/256GB/Radeon,Notebook,15.6,1.6,6,SSD,256,AMD,Radeon 520,Windows 10,1.91,2457.4300000000003,1920,1080,1,0,0,0,0,Core,8,i5,Radeon,520,520,Numeric,Mid-Range
Lenovo,Yoga 520-14IKB,2 in 1 Convertible,14.0,2.4,4,SSD,256,Intel,HD Graphics 620,Windows 10,1.74,2497.13,1920,1080,1,1,1,0,0,Core,7,i3,HD,620,620,Numeric,Mid-Range
Asus,ZenBook Flip,2 in 1 Convertible,13.3,1.6,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.1,5220.55,1920,1080,1,0,1,0,0,Core,8,i5,HD,620,620,Numeric,Mid-Range
Dell,Inspiron 5579,2 in 1 Convertible,15.6,1.8,8,SSD,256,Intel,UHD Graphics 620,Windows 10,1.56,4164.530000000001,1920,1080,1,0,1,0,0,Core,8,i7,UHD,620,620,Numeric,Mid-Range
Toshiba,Satellite Pro,Notebook,15.6,2.2,4,HDD,500,Intel,HD Graphics 520,Windows 10,2.1,1774.5900000000001,1366,768,0,0,0,0,0,Core,6,i3,HD,520,520,Numeric,Mid-Range
Asus,X555BP-XX180T (A9-9420/4GB/1TB/Radeon,Notebook,15.6,3.0,4,HDD,1024,AMD,Radeon R5 M420,Windows 10,2.03,1599.91,1366,768,0,0,0,0,0,A9,9,9420,Radeon,M420,420,Alphanumeric,Low-End
Acer,Aspire A517-51G,Notebook,17.3,1.6,4,SSD,256,Nvidia,GeForce MX150,Windows 10,3.0,3195.8500000000004,1920,1080,1,1,0,0,0,Core,8,i5,GeForce,MX150,150,Alphanumeric,Low-End
Dell,Inspiron 3576,Notebook,15.6,1.6,8,SSD,256,AMD,Radeon 520,Windows 10,2.13,2890.1600000000003,1920,1080,1,0,0,0,0,Core,8,i5,Radeon,520,520,Numeric,Mid-Range
Lenovo,Legion Y520-15IKBN,Gaming,15.6,2.8,16,SSD,256,Nvidia,GeForce GTX 1050 Ti,Windows 10,2.5,4283.63,1920,1080,1,1,0,0,0,Core,7,i7,GeForce,Ti,640,Alphanumeric,Mid-Range
Acer,Aspire A315-31,Notebook,15.6,1.1,4,HDD,1024,Intel,HD Graphics 500,Windows 10,2.1,1381.5600000000002,1366,768,0,0,0,0,0,Celeron,3,Other,HD,500,500,Numeric,Low-End
MSI,GE63VR 7RE,Gaming,15.6,2.8,16,SSD+HDD,1280,Nvidia,GeForce GTX 1060,Windows 10,2.4,7142.030000000001,1920,1080,1,1,0,0,0,Core,7,i7,GeForce,1060,1060,Numeric,High-End
Acer,Aspire 3,Notebook,15.6,1.1,4,HDD,1024,Intel,HD Graphics 505,Windows 10,2.1,1443.1347,1366,768,0,0,0,0,0,Pentium,4,Other,HD,505,505,Numeric,Mid-Range
Dell,Inspiron 5577,Gaming,15.6,2.8,8,SSD+HDD,1152,Nvidia,GeForce GTX 1050,Windows 10,2.56,4210.1453,1920,1080,1,0,0,0,0,Core,7,i7,GeForce,1050,1050,Numeric,High-End
Acer,Aspire A517-51G,Notebook,17.3,1.6,8,SSD,256,Nvidia,GeForce MX150,Windows 10,3.0,3390.38,1920,1080,1,1,0,0,0,Core,8,i5,GeForce,MX150,150,Alphanumeric,Low-End
HP,ProBook 430,Notebook,13.3,1.6,4,HDD,500,Intel,UHD Graphics 620,Windows 10,1.49,2993.38,1920,1080,1,1,0,0,0,Core,8,i5,UHD,620,620,Numeric,Mid-Range
Huawei,MateBook X,Ultrabook,13.0,2.5,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.05,5355.530000000001,2160,1440,1,1,0,0,0,Core,7,i5,HD,620,620,Numeric,Mid-Range
HP,17-bs001nv (i5-7200U/6GB/2TB/Radeon,Notebook,17.3,2.5,6,HDD,2048,AMD,Radeon 520,Windows 10,2.71,2775.03,1920,1080,1,1,0,0,0,Core,7,i5,Radeon,520,520,Numeric,Mid-Range
Lenovo,IdeaPad 320-15AST,Notebook,15.6,2.9,4,HDD,500,AMD,Radeon R4 Graphics,No OS,2.2,1226.73,1366,768,0,0,0,0,0,A6,9,9220,Radeon,Graphics,640,Alphanumeric,Mid-Range
Toshiba,Satellite Pro,Notebook,15.6,2.4,4,HDD,500,Intel,HD Graphics 620,Windows 10,2.0,1941.3300000000002,1366,768,0,0,0,0,0,Core,7,i3,HD,620,620,Numeric,Mid-Range
HP,ProBook 470,Notebook,17.3,1.6,8,SSD,256,Nvidia,GeForce 930MX,Windows 10,2.5,3664.3100000000004,1920,1080,1,0,0,0,0,Core,8,i5,GeForce,930MX,930,Alphanumeric,High-End
Dell,Inspiron 3567,Notebook,15.6,2.4,8,HDD,1024,Intel,HD Graphics 620,Windows 10,2.3,1822.23,1366,768,0,0,0,0,0,Core,7,i3,HD,620,620,Numeric,Mid-Range
Acer,Aspire A315-51,Notebook,15.6,2.0,4,SSD,128,Intel,HD Graphics 520,Windows 10,2.1,1782.5300000000002,1366,768,0,0,0,0,0,Core,6,i3,HD,520,520,Numeric,Mid-Range
MSI,GT80S 6QF-074US,Gaming,18.4,2.9,32,SSD+HDD,1536,Nvidia,GTX 980 SLI,Windows 10,4.4,11112.03,1920,1080,1,0,0,0,0,Core,6,i7,GTX,SLI,640,Alphanumeric,Mid-Range
Lenovo,V310-15IKB (i5-7200U/8GB/1TB,Notebook,15.6,2.5,8,SSD+HDD,1152,AMD,R17M-M1-70,Windows 10,1.9,3227.61,1920,1080,1,0,0,0,0,Core,7,i5,R17M-M1-70,R17M-M1-70,17,Alphanumeric,Low-End
HP,Spectre x360,2 in 1 Convertible,13.3,1.6,8,SSD,256,Intel,UHD Graphics 620,Windows 10,1.29,5951.030000000001,3840,2160,1,1,1,1,0,Core,8,i5,UHD,620,620,Numeric,Mid-Range
Dell,Inspiron 5570,Notebook,15.6,1.8,16,SSD+HDD,2304,AMD,Radeon 530,Linux,2.02,4164.530000000001,1920,1080,1,0,0,0,0,Core,8,i7,Radeon,530,530,Numeric,Mid-Range
Dell,XPS 13,Ultrabook,13.3,1.6,8,SSD,256,Intel,UHD Graphics 620,Windows 10,1.23,5554.030000000001,1920,1080,1,0,0,0,0,Core,8,i5,UHD,620,620,Numeric,Mid-Range
Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,1.8,16,SSD,512,Intel,UHD Graphics 620,Windows 10,1.4,7340.530000000001,3840,2160,1,1,1,1,0,Core,8,i7,UHD,620,620,Numeric,Mid-Range
Toshiba,Satellite Pro,Notebook,15.6,2.5,8,SSD,128,Intel,HD Graphics 620,Windows 10,2.0,3148.21,1366,768,0,0,0,0,0,Core,7,i5,HD,620,620,Numeric,Mid-Range
Xiaomi,Mi Notebook,Notebook,15.6,1.6,8,SSD,256,Nvidia,GeForce MX150,No OS,1.95,4760.030000000001,1920,1080,1,1,0,0,0,Core,8,i5,GeForce,MX150,150,Alphanumeric,Low-End
Dell,Inspiron 7773,Notebook,17.3,1.8,16,SSD,512,Nvidia,GeForce 150MX,Windows 10,2.77,6149.530000000001,1920,1080,1,0,1,0,0,Core,8,i7,GeForce,150MX,150,Alphanumeric,Low-End
Dell,XPS 15,Notebook,15.6,2.8,16,SSD,512,Nvidia,GeForce GTX 1050,Windows 10,2.06,9516.09,3840,2160,1,0,1,1,0,Core,7,i7,GeForce,1050,1050,Numeric,High-End
Lenovo,Legion Y520-15IKBN,Gaming,15.6,2.5,8,SSD,256,Nvidia,GeForce GTX 1050,No OS,2.4,3092.63,1920,1080,1,1,0,0,0,Core,7,i5,GeForce,1050,1050,Numeric,High-End
Acer,Swift 7,Ultrabook,13.3,1.2,8,SSD,256,Intel,HD Graphics 615,Windows 10,1.12,3926.3300000000004,1920,1080,1,1,0,0,0,Core,7,i5,HD,615,615,Numeric,Mid-Range
Dell,Inspiron 5770,Notebook,17.3,1.8,8,SSD+HDD,1152,AMD,Radeon 530,Windows 10,2.8,4307.45,1920,1080,1,0,0,0,0,Core,8,i7,Radeon,530,530,Numeric,Mid-Range
Lenovo,Thinkpad Yoga,2 in 1 Convertible,14.0,2.7,16,SSD,1024,Intel,HD Graphics 620,Windows 10,1.42,11211.28,2560,1440,0,0,1,0,0,Core,7,i7,HD,620,620,Numeric,Mid-Range
Vero,K147 (N3350/4GB/32GB/FHD/W10),Notebook,14.0,1.1,4,Flash,32,Intel,HD Graphics 500,Windows 10,1.3,1032.2,1920,1080,1,1,0,0,0,Celeron,3,Other,HD,500,500,Numeric,Low-End
Xiaomi,Mi Notebook,Ultrabook,13.3,2.5,8,SSD,256,Nvidia,GeForce MX150,No OS,1.3,3969.603,1920,1080,1,1,0,0,0,Core,7,i5,GeForce,MX150,150,Alphanumeric,Low-End
Lenovo,IdeaPad 320-17IKBR,Notebook,17.3,1.6,8,SSD,256,Nvidia,GeForce MX150,No OS,2.8,2771.06,1600,900,0,0,0,0,0,Core,8,i5,GeForce,MX150,150,Alphanumeric,Low-End
Dell,Inspiron 5379,2 in 1 Convertible,13.3,1.8,8,HDD,1024,Intel,UHD Graphics 620,Windows 10,1.62,3330.8300000000004,1920,1080,1,1,1,0,0,Core,8,i7,UHD,620,620,Numeric,Mid-Range
HP,ProBook 470,Notebook,17.3,1.6,8,HDD,1024,Nvidia,GeForce 930MX,Windows 10,2.5,3628.5800000000004,1920,1080,1,1,0,0,0,Core,8,i5,GeForce,930MX,930,Alphanumeric,High-End
Razer,Blade Pro,Gaming,17.3,2.9,32,SSD,1024,Nvidia,GeForce GTX 1080,Windows 10,3.49,24213.030000000002,3840,2160,1,0,1,1,0,Core,7,i7,GeForce,1080,1080,Numeric,High-End
HP,ProBook 430,Notebook,13.3,1.6,8,SSD,512,Intel,UHD Graphics 620,Windows 10,1.49,3807.23,1920,1080,1,0,0,0,0,Core,8,i5,UHD,620,620,Numeric,Mid-Range
HP,Omen 17-W295,Gaming,17.3,2.8,16,SSD+HDD,1280,Nvidia,GeForce GTX 1050,Windows 10,3.35,5474.63,1920,1080,1,1,0,0,0,Core,7,i7,GeForce,1050,1050,Numeric,High-End
HP,Probook 470,Notebook,17.3,1.8,8,SSD,256,Nvidia,GeForce 930MX,Windows 10,2.5,4148.650000000001,1920,1080,1,0,0,0,0,Core,8,i7,GeForce,930MX,930,Alphanumeric,High-End
Dell,Inspiron 7577,Gaming,15.6,2.8,16,SSD+HDD,1536,Nvidia,GeForce GTX 1060,Windows 10,2.65,7324.650000000001,3840,2160,1,1,0,1,0,Core,7,i7,GeForce,1060,1060,Numeric,High-End
Lenovo,V110-15ISK (i5-6200U/4GB/128GB/W10),Notebook,15.6,2.3,4,SSD,128,Intel,HD Graphics 520,Windows 10,2.1,1957.21,1366,768,0,0,0,0,0,Core,6,i5,HD,520,520,Numeric,Mid-Range
Acer,Aspire E5-576G,Notebook,15.6,2.7,8,HDD,1024,Nvidia,GeForce 940MX,Windows 10,2.23,2945.7400000000002,1920,1080,1,0,0,0,0,Core,7,i7,GeForce,940MX,940,Alphanumeric,High-End
Lenovo,Legion Y720-15IKB,Gaming,15.6,2.8,16,SSD+HDD,1536,Nvidia,GeForce GTX 1060,Windows 10,3.2,6943.530000000001,1920,1080,1,1,0,0,0,Core,7,i7,GeForce,1060,1060,Numeric,High-End
Dell,Precision 7520,Workstation,15.6,3.0,16,SSD+HDD,1280,Nvidia,Quadro M1200,Windows 10,2.8,12128.35,3840,2160,1,0,0,1,0,Xeon,Unknown,Other,Quadro,M1200,1200,Alphanumeric,High-End
Lenovo,Legion Y520-15IKBN,Gaming,15.6,2.8,16,SSD,512,Nvidia,GeForce GTX 1060,No OS,2.4,5550.06,1920,1080,1,0,0,0,0,Core,7,i7,GeForce,1060,1060,Numeric,High-End
Dell,Inspiron 3567,Notebook,15.6,2.4,6,HDD,1024,Intel,HD Graphics 620,Windows 10,2.3,1742.8300000000002,1366,768,0,0,1,0,0,Core,7,i3,HD,620,620,Numeric,Mid-Range
Dell,XPS 13,Ultrabook,13.3,1.8,8,SSD,256,Intel,UHD Graphics 620,Windows 10,1.21,7737.530000000001,3840,2160,1,1,1,1,0,Core,8,i7,UHD,620,620,Numeric,Mid-Range
Dell,XPS 13,Ultrabook,13.3,1.8,8,SSD,256,Intel,UHD Graphics 620,Windows 10,1.2,5752.530000000001,1920,1080,1,0,0,0,0,Core,8,i7,UHD,620,620,Numeric,Mid-Range
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,2.5,8,SSD,256,Intel,HD Graphics 620,Windows 10,2.2,2370.09,1366,768,0,0,0,0,0,Core,7,i5,HD,620,620,Numeric,Mid-Range
Acer,Aspire 7,Notebook,15.6,2.8,8,HDD,1024,Nvidia,GeForce GTX 1050,Linux,2.4,3092.63,1920,1080,1,0,0,0,0,Core,7,i7,GeForce,1050,1050,Numeric,High-End
Asus,ROG GL703VD-GC028T,Gaming,17.3,2.8,16,SSD+HDD,1280,Nvidia,GeForce GTX 1050,Windows 10,2.9,5585.79,1920,1080,1,0,0,0,0,Core,7,i7,GeForce,1050,1050,Numeric,High-End
HP,15-bs018nq (i3-6006U/4GB/500GB/FHD/No,Notebook,15.6,2.0,4,HDD,500,Intel,HD Graphics 520,No OS,2.1,1385.53,1920,1080,1,0,0,0,0,Core,6,i3,HD,520,520,Numeric,Mid-Range
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,2.5,8,SSD,256,Intel,HD Graphics 620,No OS,2.2,2179.53,1920,1080,1,0,0,0,0,Core,7,i5,HD,620,620,Numeric,Mid-Range
Huawei,MateBook X,Ultrabook,13.0,2.7,8,SSD,512,Intel,HD Graphics 620,Windows 10,1.05,5951.030000000001,2160,1440,1,1,0,0,0,Core,7,i7,HD,620,620,Numeric,Mid-Range
Dell,Inspiron 5370,Ultrabook,13.3,1.8,8,SSD,256,AMD,Radeon 530,Windows 10,1.4,3699.5636,1920,1080,1,1,0,0,0,Core,8,i7,Radeon,530,530,Numeric,Mid-Range
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,2.5,8,HDD,1024,Nvidia,GeForce GTX 940MX,No OS,2.8,2338.33,1600,900,0,0,0,0,0,Core,7,i5,GeForce,940MX,940,Alphanumeric,High-End
HP,Probook 440,Notebook,14.0,1.8,8,SSD,256,Nvidia,GeForce 930MX,Windows 10,1.63,4093.07,1920,1080,1,0,0,0,0,Core,8,i7,GeForce,930MX,930,Alphanumeric,High-End
Dell,Latitude 5490,Ultrabook,14.0,1.6,8,SSD,256,Intel,UHD Graphics 620,Windows 10,1.6,4561.530000000001,1920,1080,1,0,0,0,0,Core,8,i5,UHD,620,620,Numeric,Mid-Range
Dell,Inspiron 5379,2 in 1 Convertible,13.3,1.8,16,SSD,512,Intel,UHD Graphics 620,Windows 10,1.62,5077.63,1920,1080,1,0,1,0,0,Core,8,i7,UHD,620,620,Numeric,Mid-Range
Dell,Inspiron 3576,Notebook,15.6,1.6,8,SSD,256,AMD,Radeon 520,Linux,2.2,2689.0795000000003,1920,1080,1,0,0,0,0,Core,8,i5,Radeon,520,520,Numeric,Mid-Range
Lenovo,Yoga 520-14IKB,2 in 1 Convertible,14.0,1.6,8,SSD,256,Intel,UHD Graphics 620,Windows 10,1.74,3569.03,1920,1080,1,1,0,0,0,Core,8,i5,UHD,620,620,Numeric,Mid-Range
Toshiba,Portege Z30-C-16L,Ultrabook,13.3,2.5,8,SSD,256,Intel,HD Graphics 520,Windows 10,1.2,5411.110000000001,1920,1080,1,0,0,0,0,Core,6,i7,HD,520,520,Numeric,Mid-Range
HP,ProBook 450,Notebook,15.6,1.6,8,HDD,1024,Intel,UHD Graphics 620,Windows 10,2.1,3152.1800000000003,1920,1080,1,0,0,0,0,Core,8,i5,UHD,620,620,Numeric,Mid-Range
Dell,Alienware 17,Gaming,17.3,2.8,16,SSD+HDD,1280,Nvidia,GeForce GTX 1060,Windows 10,4.42,9751.669800000001,1920,1080,1,1,0,0,0,Core,7,i7,GeForce,1060,1060,Numeric,High-End
Acer,Aspire E5-576G,Notebook,15.6,2.7,8,SSD,256,Nvidia,GeForce 940MX,Windows 10,2.2,3303.04,1920,1080,1,0,0,0,0,Core,7,i7,GeForce,940MX,940,Alphanumeric,High-End
Dell,Inspiron 5567,Notebook,15.6,2.7,16,HDD,1024,AMD,Radeon R7 M445,Windows 10,2.3,3410.2697000000003,1920,1080,1,0,1,0,0,Core,7,i7,Radeon,M445,445,Alphanumeric,Low-End
Asus,Vivobook X541UV-DM1217T,Notebook,15.6,2.5,8,SSD,256,Nvidia,GeForce 920MX,Windows 10,2.0,3052.9300000000003,1920,1080,1,0,0,0,0,Core,7,i5,GeForce,920MX,920,Alphanumeric,High-End
Asus,K756UX-T4340T (i5-7200U/8GB/500GB,Notebook,17.3,2.5,8,SSD+HDD,756,Nvidia,GeForce GTX 950M,Windows 10,2.69,3537.27,1920,1080,1,0,0,0,0,Core,7,i5,GeForce,950M,950,Alphanumeric,High-End
HP,ZBook 15u,Notebook,15.6,2.7,8,HDD,1024,AMD,FirePro W4190M,Windows 10,1.9,5037.93,1920,1080,1,0,0,0,0,Core,7,i7,FirePro,W4190M,4190,Alphanumeric,High-End
Asus,Pro P2540UA-XO0198T,Notebook,15.6,2.4,4,HDD,1024,Intel,HD Graphics 620,Windows 10,2.37,1583.9903000000002,1366,768,0,0,0,0,0,Core,7,i3,HD,620,620,Numeric,Mid-Range
HP,15-rb013nv (E2-9000e/4GB/500GB/W10),Notebook,15.6,1.5,4,HDD,500,AMD,Radeon R2,Windows 10,2.1,1310.1000000000001,1366,768,0,0,0,0,0,Unknown,Unknown,9000,Radeon,R2,2,Alphanumeric,Low-End
Lenovo,Legion Y720-15IKB,Gaming,15.6,2.8,16,SSD+HDD,1280,Nvidia,GeForce GTX 1060,Windows 10,3.2,5951.030000000001,1920,1080,1,1,0,0,0,Core,7,i7,GeForce,1060,1060,Numeric,High-End
Dell,Vostro 5468,Notebook,14.0,2.5,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.6,3410.23,1920,1080,1,0,0,0,0,Core,7,i5,HD,620,620,Numeric,Mid-Range
Acer,Aspire R7,2 in 1 Convertible,13.3,2.3,8,SSD,256,Intel,HD Graphics 520,Windows 10,1.6,2735.33,1920,1080,1,1,1,0,0,Core,6,i5,HD,520,520,Numeric,Mid-Range
Dell,Inspiron 5567,Notebook,15.6,2.7,16,SSD,256,AMD,Radeon R7 M445,Linux,2.36,3569.03,1920,1080,1,0,0,0,0,Core,7,i7,Radeon,M445,445,Alphanumeric,Low-End
Acer,Aspire A315-51,Notebook,15.6,2.0,4,HDD,1024,Intel,HD Graphics 520,Linux,2.1,1548.3000000000002,1366,768,0,0,0,0,0,Core,6,i3,HD,520,520,Numeric,Mid-Range
Asus,X555QG-DM242T (A10-9620P/4GB/1TB,Notebook,15.6,2.5,4,SSD+HDD,1152,AMD,Radeon R5 M430,Windows 10,2.2,2282.75,1920,1080,1,0,0,0,0,A1,Unknown,Other,Radeon,M430,430,Alphanumeric,Low-End
Asus,ROG G703VI-E5062T,Gaming,17.3,2.9,32,SSD+HDD,1536,Nvidia,GeForce GTX 1080,Windows 10,4.7,15443.300000000001,1920,1080,1,0,0,0,0,Core,7,i7,GeForce,1080,1080,Numeric,High-End
